employee_id,employee_name,gender,department_name,job_title,city,state,country,manager_name,hire_date,tenure_years,salary,education_level,business_travel,distance_from_home_km,performance_rating,job_satisfaction,work_life_balance,latest_attendance_status,overtime_hours,exit_date,exit_reason,is_active
1036,Nisha Singh,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,,2025-09-11,0.31,27000.0,Phd,Non-Travel,6,5.0,2,5.0,Work From Home,3.0,2026-01-04,Better Opportunity,False
1037,Amit Tiwari,Male,Sales,Sales Manager,Bangalore,Karnataka,India,,2021-08-22,4.91,54002.0,Master'S,Travel_Rarely,43,4.0,2,4.0,,,,,True
1038,Shreya Chopra,Female,Sales,Sales Associate,Bangalore,Karnataka,India,,2017-01-20,9.49,43537.0,Phd,Travel_Rarely,4,4.0,1,5.0,Absent,0.0,,,True
1039,Ananya Reddy,Female,Finance,Accountant,Mumbai,Maharashtra,India,,2019-10-30,6.72,54426.0,High School,Non-Travel,30,5.0,3,1.0,,,,,True
1040,Ritu Nair,Female,Operations,Operations Manager,Chennai,Tamil Nadu,India,,2020-03-30,6.3,51002.0,Master'S,Travel_Frequently,18,3.0,5,3.0,,,,,True
1041,Kavya Kapoor,Female,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,,2022-05-19,3.76,47129.0,Diploma,Non-Travel,21,3.0,2,5.0,,,2026-02-19,Health Reasons,False
1042,Kavya Bansal,Female,Sales,Sales Manager,Bangalore,Karnataka,India,,2023-03-28,3.31,51306.0,Master'S,Non-Travel,31,3.0,2,2.0,Present,0.0,,,True
1043,Neha Mehta,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,,2020-12-11,5.6,47450.0,High School,Non-Travel,45,,3,2.0,,,,,True
1044,Sanjay Joshi,Male,IT,Qa Engineer,Jaipur,Rajasthan,India,,2015-06-24,11.07,79173.0,Diploma,Travel_Frequently,10,1.0,3,2.0,,,,,True
1045,Deepak Rao,Male,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,,2017-10-01,8.8,61343.0,Master'S,Non-Travel,16,1.0,2,4.0,,,,,True
1046,Priya Chopra,Female,Finance,Financial Analyst,Mumbai,Maharashtra,India,,2025-05-20,1.16,50954.0,Diploma,Travel_Rarely,15,,3,3.0,Leave,1.5,,,True
1047,Aditya Verma,Male,Finance,Auditor,Mumbai,Maharashtra,India,,2022-12-31,3.55,56608.0,Phd,Travel_Frequently,33,4.0,3,4.0,Work From Home,0.0,,,True
1048,Shreya Mehta,Female,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,,2015-01-23,11.49,67000.0,Master'S,Travel_Rarely,35,4.0,3,4.0,Present,0.0,,,True
1049,Kirti Chopra,Female,IT,Software Engineer,Jaipur,Rajasthan,India,,2015-03-31,11.3,84680.0,Master'S,Travel_Frequently,27,4.0,1,2.0,,,,,True
1050,Pooja Singh,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,,2020-03-05,6.37,43425.0,Master'S,Travel_Rarely,40,,3,5.0,,,,,True
1051,Riya Kapoor,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,,2012-03-24,14.32,59052.0,High School,Non-Travel,43,3.0,1,3.0,,,,,True
1052,Rajesh Iyer,Male,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,,2022-06-07,4.11,63063.0,Diploma,Travel_Frequently,17,2.0,4,1.0,,,,,True
1053,Rohan Joshi,Male,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,,2013-11-28,12.64,61521.0,Phd,Non-Travel,29,3.0,5,2.0,,,,,True
1054,Nisha Sharma,Female,Sales,Sales Associate,Bangalore,Karnataka,India,,2019-07-25,6.98,60344.0,Diploma,Travel_Frequently,41,5.0,4,1.0,,,,,True
1055,Nisha Agarwal,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,,2024-09-07,1.86,51009.0,Master'S,Travel_Rarely,47,4.0,2,4.0,Present,1.0,,,True
1056,Kavya Bansal,Female,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,,2019-09-08,6.86,59715.0,High School,Travel_Rarely,43,2.0,3,5.0,,,,,True
1057,Sanjay Yadav,Male,Finance,Finance Manager,Mumbai,Maharashtra,India,,2022-12-18,3.58,53632.0,Bachelor'S,Non-Travel,52,,3,5.0,Present,1.0,,,True
1058,Ashok Nair,Male,Sales,Sales Manager,Bangalore,Karnataka,India,,2025-10-05,0.79,43672.0,Diploma,Non-Travel,48,4.0,3,,,,,,True
1059,Suresh Rao,Male,IT,Software Engineer,Jaipur,Rajasthan,India,,2013-06-28,13.06,87215.0,Master'S,Non-Travel,49,1.0,2,3.0,,,,,True
1060,Ritu Rao,Female,Sales,Sales Manager,Bangalore,Karnataka,India,,2023-06-11,3.1,57431.0,High School,Travel_Frequently,28,4.0,2,4.0,,,,,True
1061,Neha Chopra,Female,Sales,Sales Associate,Bangalore,Karnataka,India,Sneha Kumar,2020-04-24,6.23,50491.0,Diploma,Travel_Rarely,54,3.0,5,2.0,,,,,True
1062,Rahul Malhotra,Male,Operations,Operations Manager,Chennai,Tamil Nadu,India,Rohan Joshi,2017-08-13,8.93,51887.0,Diploma,Non-Travel,10,4.0,4,,,,,,True
1063,Karan Bansal,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Kavita Saxena,2022-12-31,3.55,31442.0,Master'S,Travel_Rarely,38,2.0,5,1.0,,,,,True
1064,Ananya Verma,Female,IT,IT Manager,Jaipur,Rajasthan,India,Kavya Iyer,2024-06-17,1.4,58528.0,Master'S,Travel_Frequently,13,2.0,2,2.0,,,2025-11-11,Career Growth,False
1065,Deepak Singh,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Manish Kumar,2024-06-29,2.05,74549.0,Master'S,Travel_Frequently,39,3.0,4,1.0,,,,,True
1066,Pooja Saxena,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Ananya Reddy,2023-07-09,3.03,55362.0,High School,Travel_Frequently,25,1.0,4,1.0,,,,,True
1067,Manish Agarwal,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Riya Kapoor,2016-12-05,9.62,78828.0,High School,Travel_Frequently,54,1.0,1,3.0,,,,,True
1068,Ashok Chopra,Male,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,Nisha Malhotra,2025-07-16,1.01,69507.0,Phd,Travel_Frequently,51,,2,5.0,,,,,True
1069,Riya Joshi,Female,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Kavya Bansal,2016-04-27,10.23,53209.0,Master'S,Travel_Frequently,7,1.0,4,5.0,,,,,True
1070,Karan Nair,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Amit Patel,2019-10-24,6.74,39915.0,Master'S,Travel_Rarely,15,1.0,4,2.0,,,,,True
1071,Kavya Kumar,Female,Sales,Territory Manager,Bangalore,Karnataka,India,Shreya Malhotra,2020-08-06,5.95,56788.0,Phd,Travel_Frequently,28,4.0,1,4.0,Present,0.0,,,True
1072,Rahul Malhotra,Male,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Amit Tiwari,2021-03-18,1.59,49879.0,Master'S,Travel_Frequently,43,5.0,5,1.0,,,2022-10-18,Career Growth,False
1073,Anil Bansal,Male,Sales,Sales Associate,Bangalore,Karnataka,India,Sneha Gupta,2015-09-09,10.86,60979.0,High School,Travel_Frequently,22,4.0,2,3.0,,,,,True
1074,Swati Patel,Female,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Shreya Kapoor,2020-04-07,6.28,81911.0,Master'S,Non-Travel,49,2.0,2,,Present,3.0,,,True
1075,Rajesh Nair,Male,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Aditya Verma,2019-11-12,2.45,34000.0,Master'S,Travel_Rarely,39,5.0,1,3.0,Present,1.5,2022-04-26,Retirement,False
1076,Vivaan Mehta,Male,Finance,Finance Manager,Mumbai,Maharashtra,India,Kavya Kapoor,2023-07-08,3.03,66091.0,High School,Travel_Frequently,41,3.0,4,3.0,Present,2.0,,,True
1077,Rohan Kumar,Male,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Preeti Saxena,2011-07-05,15.04,58237.0,Master'S,Travel_Frequently,9,1.0,3,4.0,Present,0.0,,,True
1078,Aditya Sharma,Male,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,Pooja Reddy,2018-09-06,7.87,69381.0,Diploma,Non-Travel,55,4.0,5,4.0,,,,,True
1079,Rajesh Joshi,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Amit Patel,2013-07-14,13.01,62234.0,Master'S,Travel_Rarely,36,4.0,1,2.0,,,,,True
1080,Ashok Gupta,Male,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Nisha Sharma,2019-03-20,7.33,37072.0,Phd,Non-Travel,50,3.0,3,2.0,,,,,True
1081,Aditya Agarwal,Male,Research & Development,R&D Manager,Chennai,Tamil Nadu,India,Nisha Singh,2013-08-19,12.91,77594.0,Bachelor'S,Travel_Frequently,20,5.0,4,,Present,0.0,,,True
1082,Karan Yadav,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Pooja Reddy,2010-08-21,15.91,90000.0,Phd,Travel_Frequently,20,2.0,5,4.0,,,,,True
1083,Nisha Gupta,Female,Sales,Sales Manager,Bangalore,Karnataka,India,Sneha Gupta,2019-04-28,7.23,67635.0,Diploma,Travel_Frequently,36,3.0,4,,,,,,True
1084,Sneha Kumar,Female,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Amit Bansal,2019-05-19,7.17,48579.0,Master'S,Travel_Rarely,32,2.0,4,2.0,Present,0.0,,,True
1085,Arjun Tiwari,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Aditya Verma,2016-04-23,6.03,73864.0,Bachelor'S,Travel_Rarely,3,3.0,1,2.0,Present,1.5,2022-05-04,Not Specified,False
1086,Neha Chopra,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Shreya Malhotra,2023-12-24,2.57,34807.0,Diploma,Travel_Frequently,26,1.0,4,4.0,Present,0.0,,,True
1087,Swati Agarwal,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Amit Bansal,2021-07-25,4.98,49769.0,Phd,Travel_Frequently,37,5.0,5,5.0,,,,,True
1088,Manish Tiwari,Male,Finance,Financial Analyst,Mumbai,Maharashtra,India,Kavya Kapoor,2020-08-23,2.23,66457.0,Phd,Non-Travel,53,2.0,2,5.0,,,2022-11-16,Health Reasons,False
1089,Arjun Sharma,Male,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Kirti Malhotra,2013-05-25,13.15,50467.0,Diploma,Travel_Rarely,43,3.0,4,5.0,,,,,True
1090,Preeti Mehta,Female,IT,IT Manager,Jaipur,Rajasthan,India,Deepak Rao,2020-11-10,1.93,77608.0,Master'S,Travel_Rarely,23,4.0,2,1.0,Present,1.5,2022-10-17,Relocation,False
1091,Pooja Tiwari,Female,Operations,Operations Manager,Chennai,Tamil Nadu,India,Shreya Mehta,2017-09-28,8.8,53960.0,Master'S,Non-Travel,53,3.0,2,5.0,Work From Home,0.0,,,True
1092,Aditya Yadav,Male,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Vivaan Verma,2025-01-09,1.53,58001.0,Phd,Travel_Rarely,42,4.0,3,1.0,Present,1.5,2026-07-21,Better Opportunity,False
1093,Sanjay Mehta,Male,Finance,Financial Analyst,Mumbai,Maharashtra,India,Ritu Rao,2012-01-03,14.18,71176.0,High School,Travel_Rarely,12,2.0,5,3.0,,,2026-03-09,Retirement,False
1094,Rohan Rao,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Preeti Kapoor,2020-03-11,6.35,48884.0,Diploma,Travel_Frequently,17,1.0,1,2.0,Present,2.0,,,True
1095,Kirti Reddy,Female,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,,2019-08-05,6.95,67268.0,Master'S,Travel_Rarely,49,4.0,3,3.0,Absent,2.0,,,True
1096,Amit Joshi,Male,Marketing,Marketing Executive,Lucknow,Uttar Pradesh,India,Suresh Rao,2012-08-26,13.89,57115.0,Bachelor'S,Travel_Frequently,15,5.0,3,5.0,,,,,True
1097,Kavita Saxena,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Suresh Patel,2024-11-23,1.65,39814.0,Phd,Non-Travel,54,1.0,2,5.0,P,1.5,,,True
1098,Karan Mehta,Male,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Preeti Sharma,2014-08-10,11.94,54977.0,Phd,Travel_Frequently,52,3.0,1,5.0,Work From Home,2.0,,,True
1099,Arjun Tiwari,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Pooja Singh,2011-06-07,15.12,64697.0,Master'S,Travel_Rarely,29,,3,3.0,,,,,True
1100,Suresh Singh,Male,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,Rohan Joshi,2012-11-09,13.69,78638.0,Diploma,Travel_Rarely,23,3.0,2,,Present,1.5,,,True
1101,Aarav Malhotra,Male,Sales,Sales Manager,Bangalore,Karnataka,India,Shreya Kapoor,2011-07-06,15.04,56214.0,Diploma,Non-Travel,33,4.0,5,1.0,Leave,0.0,,,True
1102,Kirti Yadav,Female,IT,System Admin,Jaipur,Rajasthan,India,Kavya Kapoor,2013-03-19,13.33,81615.0,Master'S,Travel_Rarely,4,4.0,4,1.0,,,,,True
1103,Kavita Malhotra,Female,Research & Development,R&D Manager,Chennai,Tamil Nadu,India,Sanjay Singh,2014-02-15,12.42,75870.0,Master'S,Travel_Frequently,9,,3,3.0,,,,,True
1104,Deepak Joshi,Male,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Amit Patel,2016-01-09,10.52,51346.0,Bachelor'S,Non-Travel,14,2.0,2,5.0,,,,,True
1105,Sneha Yadav,Female,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Gaurav Iyer,2022-05-20,1.23,52927.0,Master'S,Non-Travel,24,1.0,2,2.0,,,2023-08-13,Better Opportunity,False
1106,Rohan Nair,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,Aditya Verma,2015-02-28,11.39,60291.0,Master'S,Non-Travel,47,4.0,4,,Present,1.5,,,True
1107,Isha Saxena,Female,Sales,Sales Executive,Bangalore,Karnataka,India,Amit Patel,2011-09-01,14.88,70000.0,Phd,Travel_Rarely,4,4.0,2,5.0,Present,0.0,,,True
1108,Swati Sharma,Female,Sales,Sales Associate,Bangalore,Karnataka,India,Suresh Rao,2010-05-18,16.17,70000.0,Diploma,Non-Travel,34,5.0,5,5.0,,,,,True
1109,Divya Chopra,Female,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Manish Kumar,2022-09-03,3.87,49842.0,Master'S,Travel_Rarely,4,4.0,4,4.0,Present,0.0,,,True
1110,Anjali Tiwari,Female,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Amit Tiwari,2014-09-28,11.81,59092.0,High School,Travel_Rarely,2,5.0,2,1.0,,,,,True
1111,Neha Rao,Female,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,Rahul Chopra,2018-09-23,7.82,56353.0,High School,Travel_Rarely,15,3.0,5,4.0,,,,,True
1112,Anjali Sharma,Female,Finance,Auditor,Mumbai,Maharashtra,India,Amit Patel,2015-02-12,11.43,71912.0,High School,Travel_Rarely,10,3.0,1,5.0,,,,,True
1113,Anjali Joshi,Female,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Nisha Singh,2018-01-27,8.47,55168.0,High School,Travel_Frequently,51,,4,5.0,,,,,True
1114,Neha Saxena,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Suresh Patel,2018-07-16,8.01,73000.0,Bachelor'S,Non-Travel,47,,1,2.0,,,,,True
1115,Vikram Rao,Male,Sales,Sales Associate,Bangalore,Karnataka,India,Sneha Kumar,2023-11-29,2.64,47385.0,Phd,Travel_Rarely,21,1.0,4,4.0,,,,,True
1116,Kirti Iyer,Female,IT,Qa Engineer,Jaipur,Rajasthan,India,Nisha Malhotra,2018-10-24,7.73,78989.0,Bachelor'S,Travel_Rarely,44,3.0,5,1.0,Present,0.0,,,True
1117,Manish Chopra,Male,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Ananya Reddy,2018-12-28,7.56,53031.0,High School,Non-Travel,43,,2,1.0,,,,,True
1118,Anjali Malhotra,Female,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Amit Bansal,2021-06-15,5.09,40261.0,Diploma,Non-Travel,31,3.0,3,3.0,Present,0.0,,,True
1119,Vikram Joshi,Male,Finance,Finance Manager,Mumbai,Maharashtra,India,,2014-08-22,11.91,80000.0,Bachelor'S,Travel_Frequently,52,3.0,4,1.0,Absent,1.5,,,True
1120,Varun Patel,Male,IT,Qa Engineer,Jaipur,Rajasthan,India,Vivaan Verma,2015-03-15,9.19,88012.0,Diploma,Travel_Rarely,49,,1,5.0,,,2024-05-21,Career Growth,False
1121,Suresh Mehta,Male,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Nisha Agarwal,2015-11-20,10.66,70298.0,Master'S,Non-Travel,53,5.0,2,1.0,Present,1.0,,,True
1122,Vikram Mehta,Male,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Suresh Rao,2018-05-17,8.17,46959.0,Diploma,Non-Travel,32,3.0,3,1.0,Present,0.0,,,True
1123,Suresh Sharma,Male,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Divya Saxena,2018-08-12,7.93,58099.0,Diploma,Non-Travel,18,5.0,4,,,,,,True
1124,Preeti Agarwal,Female,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Suresh Saxena,2022-03-08,4.36,37302.0,High School,Travel_Rarely,3,1.0,3,5.0,Leave,2.0,,,True
1125,Pooja Iyer,Female,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Shreya Kapoor,2023-09-09,2.86,56952.0,Diploma,Travel_Frequently,19,3.0,5,3.0,Present,3.0,,,True
1126,Vikram Malhotra,Male,Sales,Territory Manager,Bangalore,Karnataka,India,Kavya Kapoor,2012-11-05,13.7,70000.0,Bachelor'S,Travel_Rarely,29,4.0,2,1.0,Present,1.5,,,True
1127,Ritu Nair,Female,IT,Qa Engineer,Jaipur,Rajasthan,India,Suresh Patel,2017-05-05,9.2,70859.0,Phd,Non-Travel,28,,3,2.0,,,,,True
1128,Anjali Saxena,Female,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,,2017-09-16,8.84,68702.0,Master'S,Travel_Frequently,9,1.0,4,5.0,,,,,True
1129,Neha Joshi,Female,Finance,Financial Analyst,Mumbai,Maharashtra,India,Gaurav Iyer,2024-11-26,1.64,58230.0,High School,Travel_Rarely,5,1.0,5,1.0,,,,,True
1130,Rohan Mehta,Male,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Kirti Chopra,2012-12-18,13.58,58326.0,Diploma,Non-Travel,34,4.0,5,3.0,,,,,True
1131,Riya Kumar,Female,Operations,Operations Manager,Chennai,Tamil Nadu,India,Vikram Bansal,2011-12-12,14.6,49478.0,Diploma,Travel_Frequently,39,4.0,4,3.0,Present,0.0,,,True
1132,Sanjay Reddy,Male,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Sanjay Yadav,2024-06-29,2.05,51597.0,High School,Travel_Rarely,9,5.0,4,2.0,Present,3.0,,,True
1133,Nikhil Gupta,Male,Sales,Sales Executive,Bangalore,Karnataka,India,Deepak Rao,2015-11-18,10.67,52479.0,Master'S,Travel_Frequently,35,4.0,5,4.0,Present,0.0,,,True
1134,Siddharth Reddy,Male,Research & Development,R&D Manager,Chennai,Tamil Nadu,India,Amit Patel,2023-02-26,3.39,68847.0,High School,Non-Travel,30,4.0,5,,Present,1.0,,,True
1135,Aditya Sharma,Male,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Aditya Verma,2021-02-18,5.41,60736.0,High School,Travel_Rarely,52,2.0,5,1.0,,,,,True
1136,Nikhil Kapoor,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Kavya Iyer,2022-09-18,3.83,83120.0,High School,Non-Travel,31,,4,3.0,,,,,True
1137,Varun Malhotra,Male,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Rajesh Iyer,2019-05-03,7.52,52525.0,Phd,Travel_Rarely,5,2.0,4,,Wfh,1.0,2026-11-09,Personal Reasons,False
1138,Anjali Gupta,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Aditya Verma,2014-07-02,12.05,50472.0,Phd,Non-Travel,1,2.0,3,4.0,,,,,True
1139,Rajesh Sharma,Male,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Suresh Rao,2012-05-01,14.21,65000.0,Diploma,Travel_Rarely,45,3.0,3,5.0,,,,,True
