employee_id,employee_name,gender,hire_date,salary,education_level,business_travel,distance_from_home_km,job_title,department_name,city,state,country,manager_name
1024,Preeti Saxena,Female,2016-02-14,62848.5,Diploma,Travel_Frequently,2,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,
1025,Manish Kumar,Male,2015-11-02,46688.0,Master'S,Non-Travel,31,Support Executive,Customer Support,Noida,Uttar Pradesh,India,
1026,Sneha Gupta,Female,2014-06-22,63977.0,Bachelor'S,Non-Travel,39,Sales Executive,Sales,Bangalore,Karnataka,India,
1027,Sanjay Singh,Male,2025-03-11,37793.0,High School,Travel_Frequently,39,Territory Manager,Sales,Bangalore,Karnataka,India,
1028,Suresh Saxena,Male,2024-07-10,46009.0,Master'S,Travel_Rarely,12,Operations Executive,Operations,Chennai,Tamil Nadu,India,
1029,Nisha Malhotra,Female,2011-12-11,72082.0,Bachelor'S,Travel_Rarely,14,Finance Manager,Finance,Mumbai,Maharashtra,India,
1030,Preeti Sharma,Female,2019-02-12,56786.0,Bachelor'S,Travel_Rarely,45,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,
1031,Kavita Saxena,Female,2020-03-06,69712.0,Diploma,Travel_Frequently,31,IT Manager,IT,Jaipur,Rajasthan,India,
1032,Pooja Reddy,Female,2014-01-09,80000.0,Master'S,Non-Travel,37,Accountant,Finance,Mumbai,Maharashtra,India,
1033,Amit Bansal,Male,2011-08-30,64202.0,Phd,Travel_Frequently,15,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,
1034,Kirti Malhotra,Female,2012-03-23,68002.0,Diploma,Travel_Rarely,29,Financial Analyst,Finance,Mumbai,Maharashtra,India,
1035,Shreya Kapoor,Female,2024-01-08,52340.0,High School,Non-Travel,51,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,
1036,Nisha Singh,Female,2025-09-11,27000.0,Phd,Non-Travel,6,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,
1037,Amit Tiwari,Male,2021-08-22,54002.0,Master'S,Travel_Rarely,43,Sales Manager,Sales,Bangalore,Karnataka,India,
1038,Shreya Chopra,Female,2017-01-20,43537.0,Phd,Travel_Rarely,4,Sales Associate,Sales,Bangalore,Karnataka,India,
1039,Ananya Reddy,Female,2019-10-30,54426.0,High School,Non-Travel,30,Accountant,Finance,Mumbai,Maharashtra,India,
1040,Ritu Nair,Female,2020-03-30,51002.0,Master'S,Travel_Frequently,18,Operations Manager,Operations,Chennai,Tamil Nadu,India,
1041,Kavya Kapoor,Female,2022-05-19,47129.0,Diploma,Non-Travel,21,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,
1042,Kavya Bansal,Female,2023-03-28,51306.0,Master'S,Non-Travel,31,Sales Manager,Sales,Bangalore,Karnataka,India,
1043,Neha Mehta,Female,2020-12-11,47450.0,High School,Non-Travel,45,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,
1044,Sanjay Joshi,Male,2015-06-24,79173.0,Diploma,Travel_Frequently,10,Qa Engineer,IT,Jaipur,Rajasthan,India,
1045,Deepak Rao,Male,2017-10-01,61343.0,Master'S,Non-Travel,16,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,
1046,Priya Chopra,Female,2025-05-20,50954.0,Diploma,Travel_Rarely,15,Financial Analyst,Finance,Mumbai,Maharashtra,India,
1047,Aditya Verma,Male,2022-12-31,56608.0,Phd,Travel_Frequently,33,Auditor,Finance,Mumbai,Maharashtra,India,
1048,Shreya Mehta,Female,2015-01-23,67000.0,Master'S,Travel_Rarely,35,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,
1049,Kirti Chopra,Female,2015-03-31,84680.0,Master'S,Travel_Frequently,27,Software Engineer,IT,Jaipur,Rajasthan,India,
1050,Pooja Singh,Female,2020-03-05,43425.0,Master'S,Travel_Rarely,40,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,
1051,Riya Kapoor,Female,2012-03-24,59052.0,High School,Non-Travel,43,Support Executive,Customer Support,Noida,Uttar Pradesh,India,
1052,Rajesh Iyer,Male,2022-06-07,63063.0,Diploma,Travel_Frequently,17,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,
1053,Rohan Joshi,Male,2013-11-28,61521.0,Phd,Non-Travel,29,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,
1054,Nisha Sharma,Female,2019-07-25,60344.0,Diploma,Travel_Frequently,41,Sales Associate,Sales,Bangalore,Karnataka,India,
1055,Nisha Agarwal,Female,2024-09-07,51009.0,Master'S,Travel_Rarely,47,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,
1056,Kavya Bansal,Female,2019-09-08,59715.0,High School,Travel_Rarely,43,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,
1057,Sanjay Yadav,Male,2022-12-18,53632.0,Bachelor'S,Non-Travel,52,Finance Manager,Finance,Mumbai,Maharashtra,India,
1058,Ashok Nair,Male,2025-10-05,43672.0,Diploma,Non-Travel,48,Sales Manager,Sales,Bangalore,Karnataka,India,
1059,Suresh Rao,Male,2013-06-28,87215.0,Master'S,Non-Travel,49,Software Engineer,IT,Jaipur,Rajasthan,India,
1060,Ritu Rao,Female,2023-06-11,57431.0,High School,Travel_Frequently,28,Sales Manager,Sales,Bangalore,Karnataka,India,
1061,Neha Chopra,Female,2020-04-24,50491.0,Diploma,Travel_Rarely,54,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Kumar
1062,Rahul Malhotra,Male,2017-08-13,51887.0,Diploma,Non-Travel,10,Operations Manager,Operations,Chennai,Tamil Nadu,India,Rohan Joshi
1063,Karan Bansal,Male,2022-12-31,31442.0,Master'S,Travel_Rarely,38,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavita Saxena
1064,Ananya Verma,Female,2024-06-17,58528.0,Master'S,Travel_Frequently,13,IT Manager,IT,Jaipur,Rajasthan,India,Kavya Iyer
1065,Deepak Singh,Male,2024-06-29,74549.0,Master'S,Travel_Frequently,39,Software Engineer,IT,Jaipur,Rajasthan,India,Manish Kumar
1066,Pooja Saxena,Female,2023-07-09,55362.0,High School,Travel_Frequently,25,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Ananya Reddy
1067,Manish Agarwal,Male,2016-12-05,78828.0,High School,Travel_Frequently,54,Software Engineer,IT,Jaipur,Rajasthan,India,Riya Kapoor
1068,Ashok Chopra,Male,2025-07-16,69507.0,Phd,Travel_Frequently,51,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Nisha Malhotra
1069,Riya Joshi,Female,2016-04-27,53209.0,Master'S,Travel_Frequently,7,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kavya Bansal
1070,Karan Nair,Male,2019-10-24,39915.0,Master'S,Travel_Rarely,15,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Amit Patel
1071,Kavya Kumar,Female,2020-08-06,56788.0,Phd,Travel_Frequently,28,Territory Manager,Sales,Bangalore,Karnataka,India,Shreya Malhotra
1072,Rahul Malhotra,Male,2021-03-18,49879.0,Master'S,Travel_Frequently,43,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Amit Tiwari
1073,Anil Bansal,Male,2015-09-09,60979.0,High School,Travel_Frequently,22,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Gupta
1074,Swati Patel,Female,2020-04-07,81911.0,Master'S,Non-Travel,49,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Kapoor
1075,Rajesh Nair,Male,2019-11-12,34000.0,Master'S,Travel_Rarely,39,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Aditya Verma
1076,Vivaan Mehta,Male,2023-07-08,66091.0,High School,Travel_Frequently,41,Finance Manager,Finance,Mumbai,Maharashtra,India,Kavya Kapoor
1077,Rohan Kumar,Male,2011-07-05,58237.0,Master'S,Travel_Frequently,9,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Preeti Saxena
1078,Aditya Sharma,Male,2018-09-06,69381.0,Diploma,Non-Travel,55,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Pooja Reddy
1079,Rajesh Joshi,Male,2013-07-14,62234.0,Master'S,Travel_Rarely,36,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Amit Patel
1080,Ashok Gupta,Male,2019-03-20,37072.0,Phd,Non-Travel,50,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Sharma
1081,Aditya Agarwal,Male,2013-08-19,77594.0,Bachelor'S,Travel_Frequently,20,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Nisha Singh
1082,Karan Yadav,Male,2010-08-21,90000.0,Phd,Travel_Frequently,20,Software Engineer,IT,Jaipur,Rajasthan,India,Pooja Reddy
1083,Nisha Gupta,Female,2019-04-28,67635.0,Diploma,Travel_Frequently,36,Sales Manager,Sales,Bangalore,Karnataka,India,Sneha Gupta
1084,Sneha Kumar,Female,2019-05-19,48579.0,Master'S,Travel_Rarely,32,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Amit Bansal
1085,Arjun Tiwari,Male,2016-04-23,73864.0,Bachelor'S,Travel_Rarely,3,Software Engineer,IT,Jaipur,Rajasthan,India,Aditya Verma
1086,Neha Chopra,Female,2023-12-24,34807.0,Diploma,Travel_Frequently,26,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Shreya Malhotra
1087,Swati Agarwal,Female,2021-07-25,49769.0,Phd,Travel_Frequently,37,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Amit Bansal
1088,Manish Tiwari,Male,2020-08-23,66457.0,Phd,Non-Travel,53,Financial Analyst,Finance,Mumbai,Maharashtra,India,Kavya Kapoor
1089,Arjun Sharma,Male,2013-05-25,50467.0,Diploma,Travel_Rarely,43,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kirti Malhotra
1090,Preeti Mehta,Female,2020-11-10,77608.0,Master'S,Travel_Rarely,23,IT Manager,IT,Jaipur,Rajasthan,India,Deepak Rao
1091,Pooja Tiwari,Female,2017-09-28,53960.0,Master'S,Non-Travel,53,Operations Manager,Operations,Chennai,Tamil Nadu,India,Shreya Mehta
1092,Aditya Yadav,Male,2025-01-09,58001.0,Phd,Travel_Rarely,42,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Vivaan Verma
1093,Sanjay Mehta,Male,2012-01-03,71176.0,High School,Travel_Rarely,12,Financial Analyst,Finance,Mumbai,Maharashtra,India,Ritu Rao
1094,Rohan Rao,Male,2020-03-11,48884.0,Diploma,Travel_Frequently,17,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Preeti Kapoor
1095,Kirti Reddy,Female,2019-08-05,67268.0,Master'S,Travel_Rarely,49,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,
1096,Amit Joshi,Male,2012-08-26,57115.0,Bachelor'S,Travel_Frequently,15,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,Suresh Rao
1097,Kavita Saxena,Female,2024-11-23,39814.0,Phd,Non-Travel,54,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Suresh Patel
1098,Karan Mehta,Male,2014-08-10,54977.0,Phd,Travel_Frequently,52,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Preeti Sharma
1099,Arjun Tiwari,Male,2011-06-07,64697.0,Master'S,Travel_Rarely,29,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Pooja Singh
1100,Suresh Singh,Male,2012-11-09,78638.0,Diploma,Travel_Rarely,23,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Rohan Joshi
1101,Aarav Malhotra,Male,2011-07-06,56214.0,Diploma,Non-Travel,33,Sales Manager,Sales,Bangalore,Karnataka,India,Shreya Kapoor
1102,Kirti Yadav,Female,2013-03-19,81615.0,Master'S,Travel_Rarely,4,System Admin,IT,Jaipur,Rajasthan,India,Kavya Kapoor
1103,Kavita Malhotra,Female,2014-02-15,75870.0,Master'S,Travel_Frequently,9,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Sanjay Singh
1104,Deepak Joshi,Male,2016-01-09,51346.0,Bachelor'S,Non-Travel,14,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Amit Patel
1105,Sneha Yadav,Female,2022-05-20,52927.0,Master'S,Non-Travel,24,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Gaurav Iyer
1106,Rohan Nair,Male,2015-02-28,60291.0,Master'S,Non-Travel,47,Operations Executive,Operations,Chennai,Tamil Nadu,India,Aditya Verma
1107,Isha Saxena,Female,2011-09-01,70000.0,Phd,Travel_Rarely,4,Sales Executive,Sales,Bangalore,Karnataka,India,Amit Patel
1108,Swati Sharma,Female,2010-05-18,70000.0,Diploma,Non-Travel,34,Sales Associate,Sales,Bangalore,Karnataka,India,Suresh Rao
1109,Divya Chopra,Female,2022-09-03,49842.0,Master'S,Travel_Rarely,4,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Manish Kumar
1110,Anjali Tiwari,Female,2014-09-28,59092.0,High School,Travel_Rarely,2,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Amit Tiwari
1111,Neha Rao,Female,2018-09-23,56353.0,High School,Travel_Rarely,15,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Rahul Chopra
1112,Anjali Sharma,Female,2015-02-12,71912.0,High School,Travel_Rarely,10,Auditor,Finance,Mumbai,Maharashtra,India,Amit Patel
1113,Anjali Joshi,Female,2018-01-27,55168.0,High School,Travel_Frequently,51,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Singh
1114,Neha Saxena,Female,2018-07-16,73000.0,Bachelor'S,Non-Travel,47,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Suresh Patel
1115,Vikram Rao,Male,2023-11-29,47385.0,Phd,Travel_Rarely,21,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Kumar
1116,Kirti Iyer,Female,2018-10-24,78989.0,Bachelor'S,Travel_Rarely,44,Qa Engineer,IT,Jaipur,Rajasthan,India,Nisha Malhotra
1117,Manish Chopra,Male,2018-12-28,53031.0,High School,Non-Travel,43,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Ananya Reddy
1118,Anjali Malhotra,Female,2021-06-15,40261.0,Diploma,Non-Travel,31,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Amit Bansal
1119,Vikram Joshi,Male,2014-08-22,80000.0,Bachelor'S,Travel_Frequently,52,Finance Manager,Finance,Mumbai,Maharashtra,India,
1120,Varun Patel,Male,2015-03-15,88012.0,Diploma,Travel_Rarely,49,Qa Engineer,IT,Jaipur,Rajasthan,India,Vivaan Verma
1121,Suresh Mehta,Male,2015-11-20,70298.0,Master'S,Non-Travel,53,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Nisha Agarwal
1122,Vikram Mehta,Male,2018-05-17,46959.0,Diploma,Non-Travel,32,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Rao
1123,Suresh Sharma,Male,2018-08-12,58099.0,Diploma,Non-Travel,18,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Divya Saxena
1124,Preeti Agarwal,Female,2022-03-08,37302.0,High School,Travel_Rarely,3,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Saxena
1125,Pooja Iyer,Female,2023-09-09,56952.0,Diploma,Travel_Frequently,19,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Shreya Kapoor
1126,Vikram Malhotra,Male,2012-11-05,70000.0,Bachelor'S,Travel_Rarely,29,Territory Manager,Sales,Bangalore,Karnataka,India,Kavya Kapoor
1127,Ritu Nair,Female,2017-05-05,70859.0,Phd,Non-Travel,28,Qa Engineer,IT,Jaipur,Rajasthan,India,Suresh Patel
1128,Anjali Saxena,Female,2017-09-16,68702.0,Master'S,Travel_Frequently,9,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,
1129,Neha Joshi,Female,2024-11-26,58230.0,High School,Travel_Rarely,5,Financial Analyst,Finance,Mumbai,Maharashtra,India,Gaurav Iyer
1130,Rohan Mehta,Male,2012-12-18,58326.0,Diploma,Non-Travel,34,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Kirti Chopra
1131,Riya Kumar,Female,2011-12-12,49478.0,Diploma,Travel_Frequently,39,Operations Manager,Operations,Chennai,Tamil Nadu,India,Vikram Bansal
1132,Sanjay Reddy,Male,2024-06-29,51597.0,High School,Travel_Rarely,9,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Sanjay Yadav
1133,Nikhil Gupta,Male,2015-11-18,52479.0,Master'S,Travel_Frequently,35,Sales Executive,Sales,Bangalore,Karnataka,India,Deepak Rao
1134,Siddharth Reddy,Male,2023-02-26,68847.0,High School,Non-Travel,30,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Amit Patel
1135,Aditya Sharma,Male,2021-02-18,60736.0,High School,Travel_Rarely,52,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Aditya Verma
1136,Nikhil Kapoor,Male,2022-09-18,83120.0,High School,Non-Travel,31,Software Engineer,IT,Jaipur,Rajasthan,India,Kavya Iyer
1137,Varun Malhotra,Male,2019-05-03,52525.0,Phd,Travel_Rarely,5,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Rajesh Iyer
1138,Anjali Gupta,Female,2014-07-02,50472.0,Phd,Non-Travel,1,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Aditya Verma
1139,Rajesh Sharma,Male,2012-05-01,65000.0,Diploma,Travel_Rarely,45,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Suresh Rao
1140,Siddharth Kumar,Male,2019-10-04,40311.0,Master'S,Non-Travel,5,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Sneha Kumar
1141,Vikram Singh,Male,2017-01-16,76051.0,Bachelor'S,Non-Travel,14,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Rajesh Iyer
1142,Suresh Chopra,Male,2013-11-25,70000.0,High School,Non-Travel,9,Territory Manager,Sales,Bangalore,Karnataka,India,Riya Singh
1143,Gaurav Tiwari,Male,2011-06-13,64771.0,High School,Travel_Frequently,28,Financial Analyst,Finance,Mumbai,Maharashtra,India,Preeti Sharma
1144,Isha Joshi,Female,2016-04-11,64859.0,High School,Travel_Rarely,9,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Preeti Sharma
1145,Varun Sharma,Male,2022-03-19,48551.0,Bachelor'S,Travel_Rarely,34,Operations Manager,Operations,Chennai,Tamil Nadu,India,Ashok Nair
1146,Aditya Iyer,Male,2011-04-04,73000.0,Bachelor'S,Non-Travel,46,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Rajesh Iyer
1147,Nikhil Saxena,Male,2010-11-07,68631.0,Diploma,Non-Travel,2,Accountant,Finance,Mumbai,Maharashtra,India,Priya Chopra
1148,Siddharth Joshi,Male,2012-04-07,52839.0,Phd,Travel_Rarely,15,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Rohan Kapoor
1149,Kavya Patel,Female,2022-09-23,54875.0,High School,Travel_Rarely,21,Sales Associate,Sales,Bangalore,Karnataka,India,Preeti Kapoor
1150,Nisha Sharma,Female,2025-07-19,58843.0,Master'S,Travel_Rarely,23,Accountant,Finance,Mumbai,Maharashtra,India,Sanjay Yadav
1151,Karan Kapoor,Male,2010-06-14,67000.0,Bachelor'S,Travel_Frequently,31,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Vikram Bansal
1152,Isha Verma,Female,2025-08-21,46103.0,Master'S,Non-Travel,24,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Sharma
1153,Riya Singh,Female,2024-04-25,42876.0,Phd,Non-Travel,24,Sales Manager,Sales,Bangalore,Karnataka,India,Kavya Bansal
1154,Nisha Kapoor,Female,2016-01-10,72618.0,Diploma,Non-Travel,54,Accountant,Finance,Mumbai,Maharashtra,India,Shreya Chopra
1155,Kirti Iyer,Female,2018-11-09,48855.0,Master'S,Non-Travel,14,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kirti Chopra
1156,Riya Kumar,Female,2011-07-03,71834.0,Master'S,Travel_Rarely,10,Finance Manager,Finance,Mumbai,Maharashtra,India,Kirti Malhotra
1157,Aditya Tiwari,Male,2015-12-04,67000.0,Master'S,Travel_Rarely,22,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Joshi
1158,Meera Sharma,Female,2016-04-15,84156.0,Bachelor'S,Travel_Frequently,27,IT Manager,IT,Jaipur,Rajasthan,India,Rohan Joshi
1159,Swati Agarwal,Female,2013-07-26,74920.0,Diploma,Non-Travel,3,Software Engineer,IT,Jaipur,Rajasthan,India,Nisha Sharma
1160,Meera Kapoor,Female,2010-09-08,65000.0,Bachelor'S,Travel_Rarely,2,Operations Executive,Operations,Chennai,Tamil Nadu,India,Ashok Nair
1161,Rahul Iyer,Male,2019-03-09,51220.0,Diploma,Travel_Frequently,52,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Vivaan Verma
1162,Kavita Chopra,Female,2014-11-23,88754.0,Bachelor'S,Travel_Frequently,39,Qa Engineer,IT,Jaipur,Rajasthan,India,Nisha Sharma
1163,Rajesh Nair,Male,2024-09-18,76985.0,Master'S,Travel_Frequently,9,IT Manager,IT,Jaipur,Rajasthan,India,Ananya Reddy
1164,Kavita Chopra,Female,2022-10-31,38978.0,Bachelor'S,Travel_Frequently,36,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Amit Bansal
1165,Preeti Patel,Female,2017-12-20,85549.0,High School,Travel_Frequently,40,Software Engineer,IT,Jaipur,Rajasthan,India,Kavita Saxena
1166,Ritu Rao,Female,2014-06-29,61363.0,Diploma,Travel_Frequently,4,Operations Executive,Operations,Chennai,Tamil Nadu,India,Preeti Kapoor
1167,Gaurav Patel,Male,2023-10-13,45694.0,Bachelor'S,Non-Travel,2,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Vivaan Verma
1168,Shreya Kumar,Female,2011-06-19,67000.0,Bachelor'S,Travel_Rarely,49,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Sneha Gupta
1169,Priya Iyer,Female,2010-06-29,70102.0,Phd,Travel_Frequently,7,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Preeti Sharma
1170,Nisha Chopra,Female,2013-06-08,55618.0,High School,Travel_Frequently,40,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Singh
1171,Ashok Reddy,Male,2025-10-11,49005.0,High School,Travel_Frequently,43,Accountant,Finance,Mumbai,Maharashtra,India,
1172,Aditya Nair,Male,2015-12-04,57385.0,High School,Non-Travel,43,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Gaurav Iyer
1173,Neha Joshi,Female,2018-12-28,75692.0,Diploma,Non-Travel,7,System Admin,IT,Jaipur,Rajasthan,India,Riya Singh
1174,Isha Yadav,Female,2025-05-09,44488.0,Bachelor'S,Travel_Frequently,44,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Kavya Bansal
1175,Rajesh Agarwal,Male,2017-10-03,57376.0,Diploma,Travel_Rarely,21,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Pooja Reddy
1176,Varun Chopra,Male,2019-12-18,56468.0,Master'S,Non-Travel,36,Operations Executive,Operations,Chennai,Tamil Nadu,India,
1177,Ritu Saxena,Female,2018-02-24,60675.0,Master'S,Non-Travel,49,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Priya Chopra
1178,Preeti Agarwal,Female,2013-09-06,90000.0,Diploma,Non-Travel,46,Software Engineer,IT,Jaipur,Rajasthan,India,Sneha Gupta
1179,Deepak Kapoor,Male,2021-11-23,64832.0,Diploma,Non-Travel,25,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Chopra
1180,Kavita Yadav,Female,2017-09-09,73000.0,Bachelor'S,Travel_Frequently,14,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Kavya Bansal
1181,Kavya Patel,Female,2017-11-25,82950.0,High School,Non-Travel,2,Software Engineer,IT,Jaipur,Rajasthan,India,Rajesh Iyer
1182,Isha Rao,Female,2011-05-24,70856.0,Phd,Travel_Frequently,42,Accountant,Finance,Mumbai,Maharashtra,India,Sanjay Joshi
