employee_id,employee_name,gender,hire_date,salary,education_level,business_travel,distance_from_home_km,job_title,department_name,city,state,country,manager_name,latest_history_start,latest_history_end,latest_review_date,performance_rating,job_satisfaction,work_life_balance,latest_attendance_date,latest_attendance_status,overtime_hours,exit_date,exit_reason,is_active
1021,Sneha Kumar,Female,2019-07-15,67216.0,Master'S,Travel_Frequently,39,Sales Executive,Sales,Bangalore,Karnataka,India,,2019-07-15,,2025-03-26,4.0,2,1.0,,,,2023-09-06,Personal Reasons,False
1022,Preeti Kapoor,Female,2015-10-25,74270.0,High School,Non-Travel,18,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,,2015-10-25,,2022-07-21,5.0,3,4.0,,,,2025-01-13,Not Specified,False
1023,Rahul Chopra,Male,2019-04-22,71377.0,High School,Travel_Rarely,31,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,,2022-01-28,,2026-10-19,,5,1.0,,,,,,True
1024,Preeti Saxena,Female,2016-02-14,62848.5,Diploma,Travel_Frequently,2,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,,2016-02-14,,2022-08-17,,4,1.0,,,,,,True
1025,Manish Kumar,Male,2015-11-02,46688.0,Master'S,Non-Travel,31,Support Executive,Customer Support,Noida,Uttar Pradesh,India,,2015-11-02,,2024-09-02,5.0,5,1.0,2026-07-10,Present,1.0,,,True
1026,Sneha Gupta,Female,2014-06-22,63977.0,Bachelor'S,Non-Travel,39,Sales Executive,Sales,Bangalore,Karnataka,India,,2014-06-22,,2026-03-13,,4,4.0,2026-07-10,Present,1.0,,,True
1027,Sanjay Singh,Male,2025-03-11,37793.0,High School,Travel_Frequently,39,Territory Manager,Sales,Bangalore,Karnataka,India,,2026-02-07,,2023-04-25,2.0,2,2.0,,,,,,True
1028,Suresh Saxena,Male,2024-07-10,46009.0,Master'S,Travel_Rarely,12,Operations Executive,Operations,Chennai,Tamil Nadu,India,,2024-07-10,,2022-03-12,2.0,1,2.0,2026-07-10,Present,1.0,,,True
1029,Nisha Malhotra,Female,2011-12-11,72082.0,Bachelor'S,Travel_Rarely,14,Finance Manager,Finance,Mumbai,Maharashtra,India,,2011-12-11,,2022-10-08,1.0,5,1.0,2026-07-10,Present,0.0,,,True
1030,Preeti Sharma,Female,2019-02-12,56786.0,Bachelor'S,Travel_Rarely,45,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,,2021-07-12,,2025-07-14,3.0,5,3.0,2026-07-10,Present,0.0,,,True
1031,Kavita Saxena,Female,2020-03-06,69712.0,Diploma,Travel_Frequently,31,IT Manager,IT,Jaipur,Rajasthan,India,,2020-03-06,,2021-02-26,2.0,1,5.0,,,,,,True
1032,Pooja Reddy,Female,2014-01-09,80000.0,Master'S,Non-Travel,37,Accountant,Finance,Mumbai,Maharashtra,India,,2015-01-20,,2021-11-14,2.0,1,3.0,,,,,,True
1033,Amit Bansal,Male,2011-08-30,64202.0,Phd,Travel_Frequently,15,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,,2012-02-27,,2021-06-11,4.0,3,4.0,,,,,,True
1034,Kirti Malhotra,Female,2012-03-23,68002.0,Diploma,Travel_Rarely,29,Financial Analyst,Finance,Mumbai,Maharashtra,India,,2012-03-23,,2025-12-10,5.0,2,1.0,2026-07-10,Leave,1.5,,,True
1035,Shreya Kapoor,Female,2024-01-08,52340.0,High School,Non-Travel,51,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,,2024-01-08,,2024-08-24,1.0,1,3.0,,,,,,True
1036,Nisha Singh,Female,2025-09-11,27000.0,Phd,Non-Travel,6,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,,2025-09-11,,2026-03-08,5.0,2,5.0,2026-07-10,Work From Home,3.0,2026-01-04,Better Opportunity,False
1037,Amit Tiwari,Male,2021-08-22,54002.0,Master'S,Travel_Rarely,43,Sales Manager,Sales,Bangalore,Karnataka,India,,2022-03-08,,2024-09-18,4.0,2,4.0,,,,,,True
1038,Shreya Chopra,Female,2017-01-20,43537.0,Phd,Travel_Rarely,4,Sales Associate,Sales,Bangalore,Karnataka,India,,2017-01-20,,2026-01-29,4.0,1,5.0,2026-07-10,Absent,0.0,,,True
1039,Ananya Reddy,Female,2019-10-30,54426.0,High School,Non-Travel,30,Accountant,Finance,Mumbai,Maharashtra,India,,2019-10-30,,2026-07-22,5.0,3,1.0,,,,,,True
1040,Ritu Nair,Female,2020-03-30,51002.0,Master'S,Travel_Frequently,18,Operations Manager,Operations,Chennai,Tamil Nadu,India,,2020-03-30,,2023-09-03,3.0,5,3.0,,,,,,True
1041,Kavya Kapoor,Female,2022-05-19,47129.0,Diploma,Non-Travel,21,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,,2022-05-19,,2023-07-12,3.0,2,5.0,,,,2026-02-19,Health Reasons,False
1042,Kavya Bansal,Female,2023-03-28,51306.0,Master'S,Non-Travel,31,Sales Manager,Sales,Bangalore,Karnataka,India,,2023-03-28,,2021-01-27,3.0,2,2.0,2026-07-10,Present,0.0,,,True
1043,Neha Mehta,Female,2020-12-11,47450.0,High School,Non-Travel,45,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,,2020-12-11,,2024-09-19,,3,2.0,,,,,,True
1044,Sanjay Joshi,Male,2015-06-24,79173.0,Diploma,Travel_Frequently,10,Qa Engineer,IT,Jaipur,Rajasthan,India,,2015-06-24,,2024-03-07,1.0,3,2.0,,,,,,True
1045,Deepak Rao,Male,2017-10-01,61343.0,Master'S,Non-Travel,16,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,,2017-10-01,,2024-03-12,1.0,2,4.0,,,,,,True
1046,Priya Chopra,Female,2025-05-20,50954.0,Diploma,Travel_Rarely,15,Financial Analyst,Finance,Mumbai,Maharashtra,India,,2025-05-20,,2025-05-28,,3,3.0,2026-07-10,Leave,1.5,,,True
1047,Aditya Verma,Male,2022-12-31,56608.0,Phd,Travel_Frequently,33,Auditor,Finance,Mumbai,Maharashtra,India,,2024-11-29,,2025-03-03,4.0,3,4.0,2026-07-10,Work From Home,0.0,,,True
1048,Shreya Mehta,Female,2015-01-23,67000.0,Master'S,Travel_Rarely,35,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,,2015-01-23,,2025-10-01,4.0,3,4.0,2026-07-10,Present,0.0,,,True
1049,Kirti Chopra,Female,2015-03-31,84680.0,Master'S,Travel_Frequently,27,Software Engineer,IT,Jaipur,Rajasthan,India,,2016-08-12,,2025-10-10,4.0,1,2.0,,,,,,True
1050,Pooja Singh,Female,2020-03-05,43425.0,Master'S,Travel_Rarely,40,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,,2021-12-03,,2026-12-24,,3,5.0,,,,,,True
1051,Riya Kapoor,Female,2012-03-24,59052.0,High School,Non-Travel,43,Support Executive,Customer Support,Noida,Uttar Pradesh,India,,2012-03-24,,2024-07-25,3.0,1,3.0,,,,,,True
1052,Rajesh Iyer,Male,2022-06-07,63063.0,Diploma,Travel_Frequently,17,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,,2023-06-08,,2025-12-14,2.0,4,1.0,,,,,,True
1053,Rohan Joshi,Male,2013-11-28,61521.0,Phd,Non-Travel,29,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,,2013-11-28,,2026-08-18,3.0,5,2.0,,,,,,True
1054,Nisha Sharma,Female,2019-07-25,60344.0,Diploma,Travel_Frequently,41,Sales Associate,Sales,Bangalore,Karnataka,India,,2020-07-02,,2026-06-02,5.0,4,1.0,,,,,,True
1055,Nisha Agarwal,Female,2024-09-07,51009.0,Master'S,Travel_Rarely,47,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,,2024-09-07,,2023-03-24,4.0,2,4.0,2026-07-10,Present,1.0,,,True
1056,Kavya Bansal,Female,2019-09-08,59715.0,High School,Travel_Rarely,43,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,,2019-09-08,,2022-01-26,2.0,3,5.0,,,,,,True
1057,Sanjay Yadav,Male,2022-12-18,53632.0,Bachelor'S,Non-Travel,52,Finance Manager,Finance,Mumbai,Maharashtra,India,,2022-12-18,,2026-08-25,,3,5.0,2026-07-10,Present,1.0,,,True
1058,Ashok Nair,Male,2025-10-05,43672.0,Diploma,Non-Travel,48,Sales Manager,Sales,Bangalore,Karnataka,India,,2025-10-05,,2026-09-12,4.0,3,,,,,,,True
1059,Suresh Rao,Male,2013-06-28,87215.0,Master'S,Non-Travel,49,Software Engineer,IT,Jaipur,Rajasthan,India,,2013-06-28,,2025-07-20,1.0,2,3.0,,,,,,True
1060,Ritu Rao,Female,2023-06-11,57431.0,High School,Travel_Frequently,28,Sales Manager,Sales,Bangalore,Karnataka,India,,2023-06-11,,2023-10-29,4.0,2,4.0,,,,,,True
1061,Neha Chopra,Female,2020-04-24,50491.0,Diploma,Travel_Rarely,54,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Kumar,2022-12-07,,2021-02-25,3.0,5,2.0,,,,,,True
1062,Rahul Malhotra,Male,2017-08-13,51887.0,Diploma,Non-Travel,10,Operations Manager,Operations,Chennai,Tamil Nadu,India,Rohan Joshi,2017-08-13,,2025-08-06,4.0,4,,,,,,,True
1063,Karan Bansal,Male,2022-12-31,31442.0,Master'S,Travel_Rarely,38,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavita Saxena,2022-12-31,,2021-12-12,2.0,5,1.0,,,,,,True
1064,Ananya Verma,Female,2024-06-17,58528.0,Master'S,Travel_Frequently,13,IT Manager,IT,Jaipur,Rajasthan,India,Kavya Iyer,2024-06-17,,2022-12-29,2.0,2,2.0,,,,2025-11-11,Career Growth,False
1065,Deepak Singh,Male,2024-06-29,74549.0,Master'S,Travel_Frequently,39,Software Engineer,IT,Jaipur,Rajasthan,India,Manish Kumar,2024-06-29,,2023-06-30,3.0,4,1.0,,,,,,True
1066,Pooja Saxena,Female,2023-07-09,55362.0,High School,Travel_Frequently,25,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Ananya Reddy,2024-02-02,,2022-08-12,1.0,4,1.0,,,,,,True
1067,Manish Agarwal,Male,2016-12-05,78828.0,High School,Travel_Frequently,54,Software Engineer,IT,Jaipur,Rajasthan,India,Riya Kapoor,2016-12-05,,2025-09-09,1.0,1,3.0,,,,,,True
1068,Ashok Chopra,Male,2025-07-16,69507.0,Phd,Travel_Frequently,51,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Nisha Malhotra,2026-06-22,,2026-03-12,,2,5.0,,,,,,True
1069,Riya Joshi,Female,2016-04-27,53209.0,Master'S,Travel_Frequently,7,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kavya Bansal,2016-04-27,,2022-01-17,1.0,4,5.0,,,,,,True
1070,Karan Nair,Male,2019-10-24,39915.0,Master'S,Travel_Rarely,15,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Amit Patel,2019-10-24,,2026-03-16,1.0,4,2.0,,,,,,True
1071,Kavya Kumar,Female,2020-08-06,56788.0,Phd,Travel_Frequently,28,Territory Manager,Sales,Bangalore,Karnataka,India,Shreya Malhotra,2020-08-06,,2024-10-25,4.0,1,4.0,2026-07-10,Present,0.0,,,True
1072,Rahul Malhotra,Male,2021-03-18,49879.0,Master'S,Travel_Frequently,43,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Amit Tiwari,2022-11-08,,2026-07-19,5.0,5,1.0,,,,2022-10-18,Career Growth,False
1073,Anil Bansal,Male,2015-09-09,60979.0,High School,Travel_Frequently,22,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Gupta,2015-09-09,,2024-10-05,4.0,2,3.0,,,,,,True
1074,Swati Patel,Female,2020-04-07,81911.0,Master'S,Non-Travel,49,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Kapoor,2020-04-07,,2026-03-31,2.0,2,,2026-07-10,Present,3.0,,,True
1075,Rajesh Nair,Male,2019-11-12,34000.0,Master'S,Travel_Rarely,39,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Aditya Verma,2019-11-12,,2021-02-19,5.0,1,3.0,2026-07-10,Present,1.5,2022-04-26,Retirement,False
1076,Vivaan Mehta,Male,2023-07-08,66091.0,High School,Travel_Frequently,41,Finance Manager,Finance,Mumbai,Maharashtra,India,Kavya Kapoor,2025-08-21,,2024-07-05,3.0,4,3.0,2026-07-10,Present,2.0,,,True
1077,Rohan Kumar,Male,2011-07-05,58237.0,Master'S,Travel_Frequently,9,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Preeti Saxena,2011-07-05,,2026-11-11,1.0,3,4.0,2026-07-10,Present,0.0,,,True
1078,Aditya Sharma,Male,2018-09-06,69381.0,Diploma,Non-Travel,55,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Pooja Reddy,2018-09-06,,2025-07-14,4.0,5,4.0,,,,,,True
1079,Rajesh Joshi,Male,2013-07-14,62234.0,Master'S,Travel_Rarely,36,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Amit Patel,2014-06-16,,2022-03-27,4.0,1,2.0,,,,,,True
1080,Ashok Gupta,Male,2019-03-20,37072.0,Phd,Non-Travel,50,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Sharma,2019-03-20,,2025-12-25,3.0,3,2.0,,,,,,True
1081,Aditya Agarwal,Male,2013-08-19,77594.0,Bachelor'S,Travel_Frequently,20,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Nisha Singh,2014-12-15,,2026-06-02,5.0,4,,2026-07-10,Present,0.0,,,True
1082,Karan Yadav,Male,2010-08-21,90000.0,Phd,Travel_Frequently,20,Software Engineer,IT,Jaipur,Rajasthan,India,Pooja Reddy,2010-08-21,,2026-05-02,2.0,5,4.0,,,,,,True
1083,Nisha Gupta,Female,2019-04-28,67635.0,Diploma,Travel_Frequently,36,Sales Manager,Sales,Bangalore,Karnataka,India,Sneha Gupta,2019-04-28,,2026-09-28,3.0,4,,,,,,,True
1084,Sneha Kumar,Female,2019-05-19,48579.0,Master'S,Travel_Rarely,32,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Amit Bansal,2019-05-19,,2026-08-26,2.0,4,2.0,2026-07-10,Present,0.0,,,True
1085,Arjun Tiwari,Male,2016-04-23,73864.0,Bachelor'S,Travel_Rarely,3,Software Engineer,IT,Jaipur,Rajasthan,India,Aditya Verma,2016-04-23,,2026-02-09,3.0,1,2.0,2026-07-10,Present,1.5,2022-05-04,Not Specified,False
1086,Neha Chopra,Female,2023-12-24,34807.0,Diploma,Travel_Frequently,26,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Shreya Malhotra,2023-12-24,,2021-03-02,1.0,4,4.0,2026-07-10,Present,0.0,,,True
1087,Swati Agarwal,Female,2021-07-25,49769.0,Phd,Travel_Frequently,37,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Amit Bansal,2023-08-08,,2021-11-25,5.0,5,5.0,,,,,,True
1088,Manish Tiwari,Male,2020-08-23,66457.0,Phd,Non-Travel,53,Financial Analyst,Finance,Mumbai,Maharashtra,India,Kavya Kapoor,2020-08-23,,2024-08-15,2.0,2,5.0,,,,2022-11-16,Health Reasons,False
1089,Arjun Sharma,Male,2013-05-25,50467.0,Diploma,Travel_Rarely,43,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kirti Malhotra,2013-05-25,,2025-09-11,3.0,4,5.0,,,,,,True
1090,Preeti Mehta,Female,2020-11-10,77608.0,Master'S,Travel_Rarely,23,IT Manager,IT,Jaipur,Rajasthan,India,Deepak Rao,2020-11-10,,2025-12-04,4.0,2,1.0,2026-07-10,Present,1.5,2022-10-17,Relocation,False
1091,Pooja Tiwari,Female,2017-09-28,53960.0,Master'S,Non-Travel,53,Operations Manager,Operations,Chennai,Tamil Nadu,India,Shreya Mehta,2018-05-07,,2024-01-18,3.0,2,5.0,2026-07-10,Work From Home,0.0,,,True
1092,Aditya Yadav,Male,2025-01-09,58001.0,Phd,Travel_Rarely,42,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Vivaan Verma,2025-01-09,,2025-03-24,4.0,3,1.0,2026-07-10,Present,1.5,2026-07-21,Better Opportunity,False
1093,Sanjay Mehta,Male,2012-01-03,71176.0,High School,Travel_Rarely,12,Financial Analyst,Finance,Mumbai,Maharashtra,India,Ritu Rao,2012-01-03,,2026-12-02,2.0,5,3.0,,,,2026-03-09,Retirement,False
1094,Rohan Rao,Male,2020-03-11,48884.0,Diploma,Travel_Frequently,17,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Preeti Kapoor,2021-02-14,,2024-05-07,1.0,1,2.0,2026-07-10,Present,2.0,,,True
1095,Kirti Reddy,Female,2019-08-05,67268.0,Master'S,Travel_Rarely,49,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,,2020-04-26,,2026-11-27,4.0,3,3.0,2026-07-10,Absent,2.0,,,True
1096,Amit Joshi,Male,2012-08-26,57115.0,Bachelor'S,Travel_Frequently,15,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,Suresh Rao,2013-05-29,,2026-03-28,5.0,3,5.0,,,,,,True
1097,Kavita Saxena,Female,2024-11-23,39814.0,Phd,Non-Travel,54,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Suresh Patel,2026-06-07,,2021-03-10,1.0,2,5.0,2026-07-10,P,1.5,,,True
1098,Karan Mehta,Male,2014-08-10,54977.0,Phd,Travel_Frequently,52,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Preeti Sharma,2014-08-10,,2026-06-08,3.0,1,5.0,2026-07-10,Work From Home,2.0,,,True
1099,Arjun Tiwari,Male,2011-06-07,64697.0,Master'S,Travel_Rarely,29,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Pooja Singh,2012-03-28,,2022-08-08,,3,3.0,,,,,,True
1100,Suresh Singh,Male,2012-11-09,78638.0,Diploma,Travel_Rarely,23,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Rohan Joshi,2012-11-09,,2022-01-04,3.0,2,,2026-07-10,Present,1.5,,,True
1101,Aarav Malhotra,Male,2011-07-06,56214.0,Diploma,Non-Travel,33,Sales Manager,Sales,Bangalore,Karnataka,India,Shreya Kapoor,2013-07-11,,2023-12-27,4.0,5,1.0,2026-07-10,Leave,0.0,,,True
1102,Kirti Yadav,Female,2013-03-19,81615.0,Master'S,Travel_Rarely,4,System Admin,IT,Jaipur,Rajasthan,India,Kavya Kapoor,2013-03-19,,2025-03-24,4.0,4,1.0,,,,,,True
1103,Kavita Malhotra,Female,2014-02-15,75870.0,Master'S,Travel_Frequently,9,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Sanjay Singh,2016-03-27,,2025-10-07,,3,3.0,,,,,,True
1104,Deepak Joshi,Male,2016-01-09,51346.0,Bachelor'S,Non-Travel,14,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Amit Patel,2016-01-09,,2026-08-04,2.0,2,5.0,,,,,,True
1105,Sneha Yadav,Female,2022-05-20,52927.0,Master'S,Non-Travel,24,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Gaurav Iyer,2022-05-20,,2025-05-04,1.0,2,2.0,,,,2023-08-13,Better Opportunity,False
1106,Rohan Nair,Male,2015-02-28,60291.0,Master'S,Non-Travel,47,Operations Executive,Operations,Chennai,Tamil Nadu,India,Aditya Verma,2015-02-28,,2025-09-04,4.0,4,,2026-07-10,Present,1.5,,,True
1107,Isha Saxena,Female,2011-09-01,70000.0,Phd,Travel_Rarely,4,Sales Executive,Sales,Bangalore,Karnataka,India,Amit Patel,2011-09-01,,2022-12-26,4.0,2,5.0,2026-07-10,Present,0.0,,,True
1108,Swati Sharma,Female,2010-05-18,70000.0,Diploma,Non-Travel,34,Sales Associate,Sales,Bangalore,Karnataka,India,Suresh Rao,2011-11-08,,2024-08-06,5.0,5,5.0,,,,,,True
1109,Divya Chopra,Female,2022-09-03,49842.0,Master'S,Travel_Rarely,4,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Manish Kumar,2022-09-03,,2026-03-16,4.0,4,4.0,2026-07-10,Present,0.0,,,True
1110,Anjali Tiwari,Female,2014-09-28,59092.0,High School,Travel_Rarely,2,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Amit Tiwari,2018-11-28,,2026-12-03,5.0,2,1.0,,,,,,True
1111,Neha Rao,Female,2018-09-23,56353.0,High School,Travel_Rarely,15,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Rahul Chopra,2018-09-23,,2022-08-25,3.0,5,4.0,,,,,,True
1112,Anjali Sharma,Female,2015-02-12,71912.0,High School,Travel_Rarely,10,Auditor,Finance,Mumbai,Maharashtra,India,Amit Patel,2015-02-12,,2024-05-15,3.0,1,5.0,,,,,,True
1113,Anjali Joshi,Female,2018-01-27,55168.0,High School,Travel_Frequently,51,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Singh,2018-01-27,,2024-09-02,,4,5.0,,,,,,True
1114,Neha Saxena,Female,2018-07-16,73000.0,Bachelor'S,Non-Travel,47,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Suresh Patel,2020-02-13,,2023-08-09,,1,2.0,,,,,,True
1115,Vikram Rao,Male,2023-11-29,47385.0,Phd,Travel_Rarely,21,Sales Associate,Sales,Bangalore,Karnataka,India,Sneha Kumar,2023-11-29,,2026-11-26,1.0,4,4.0,,,,,,True
1116,Kirti Iyer,Female,2018-10-24,78989.0,Bachelor'S,Travel_Rarely,44,Qa Engineer,IT,Jaipur,Rajasthan,India,Nisha Malhotra,2020-03-05,,2026-05-29,3.0,5,1.0,2026-07-10,Present,0.0,,,True
1117,Manish Chopra,Male,2018-12-28,53031.0,High School,Non-Travel,43,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Ananya Reddy,2018-12-28,,2026-07-25,,2,1.0,,,,,,True
1118,Anjali Malhotra,Female,2021-06-15,40261.0,Diploma,Non-Travel,31,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Amit Bansal,2022-07-22,,2024-06-25,3.0,3,3.0,2026-07-10,Present,0.0,,,True
1119,Vikram Joshi,Male,2014-08-22,80000.0,Bachelor'S,Travel_Frequently,52,Finance Manager,Finance,Mumbai,Maharashtra,India,,2015-06-12,,2026-07-14,3.0,4,1.0,2026-07-10,Absent,1.5,,,True
1120,Varun Patel,Male,2015-03-15,88012.0,Diploma,Travel_Rarely,49,Qa Engineer,IT,Jaipur,Rajasthan,India,Vivaan Verma,2016-11-30,,2026-04-15,,1,5.0,,,,2024-05-21,Career Growth,False
1121,Suresh Mehta,Male,2015-11-20,70298.0,Master'S,Non-Travel,53,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Nisha Agarwal,2015-11-20,,2025-04-20,5.0,2,1.0,2026-07-10,Present,1.0,,,True
