employee_id,first_name,last_name,email,phone_number,gender,dob,marital_status,hire_date,job_id,department_id,salary,manager_id,education_level,business_travel,distance_from_home_km
1019,Ashok,Tiwari,ashok.tiwari19@company.com,9574364121,Male,1989-07-31,Married,2010-01-04,20,5,72524.0,,Diploma,Travel_Rarely,51
1020,Sanjay,Agarwal,MISSING,9610173760,Male,2001-09-18,Single,2015-04-09,21,6,70596.0,,High School,Travel_Rarely,41
1021,Sneha,Kumar,sneha.kumar21@company.com,9230307805,Female,1999-12-02,Married,2019-07-15,1,1,67216.0,,Master'S,Travel_Frequently,39
1022,Preeti,Kapoor,preeti.kapoor22@company.com,9356888294,Female,1985-03-10,Divorced,2015-10-25,12,3,74270.0,,High School,Non-Travel,18
1023,Rahul,Chopra,rahul.chopra23@company.com,9926561919,Male,1967-11-19,Married,2019-04-22,10,3,71377.0,,High School,Travel_Rarely,31
1024,Preeti,Saxena,preeti.saxena24@company.com,9277215428,Female,1974-11-05,Married,2016-02-14,16,4,62848.5,,Diploma,Travel_Frequently,2
1025,Manish,Kumar,manish.kumar25@company.com,9907464398,Male,1967-04-04,Divorced,2015-11-02,28,8,46688.0,,Master'S,Non-Travel,31
1026,Sneha,Gupta,sneha.gupta26@company.com,9334037646,Female,1976-02-04,Divorced,2014-06-22,1,1,63977.0,,Bachelor'S,Non-Travel,39
1027,Sanjay,Singh,sanjay.singh27@company.com,9991819497,Male,1990-10-30,Divorced,2025-03-11,3,1,37793.0,,High School,Travel_Frequently,39
1028,Suresh,Saxena,suresh.saxena28@company.com,9782454310,Male,1987-09-12,Married,2024-07-10,25,10,46009.0,,Master'S,Travel_Rarely,12
1029,Nisha,Malhotra,nisha.malhotra29@company.com,+91-9461203124,Female,1976-01-06,Married,2011-12-11,19,5,72082.0,,Bachelor'S,Travel_Rarely,14
1030,Preeti,Sharma,preeti.sharma30@company.com,+91-9951405188,Female,1975-10-30,Married,2019-02-12,13,4,56786.0,,Bachelor'S,Travel_Rarely,45
1031,Kavita,Saxena,kavita.saxena31@company.com,9918394863,Female,1996-07-12,Married,2020-03-06,23,6,69712.0,,Diploma,Travel_Frequently,31
1032,Pooja,Reddy,pooja.reddy32@company.com,9848846217,Female,1981-03-10,Single,2014-01-09,18,5,80000.0,,Master'S,Non-Travel,37
1033,Amit,Bansal,amit.bansal33@company.com,9699226355,Male,1987-01-22,Married,2011-08-30,8,9,64202.0,,Phd,Travel_Frequently,15
1034,Kirti,Malhotra,kirti.malhotra34@company.com,9286630878,Female,1992-05-07,Single,2012-03-23,17,5,68002.0,,Diploma,Travel_Rarely,29
1035,Shreya,Kapoor,shreya.kapoor35@company.com,9385220694,Female,2000-05-04,Single,2024-01-08,7,9,52340.0,,High School,Non-Travel,51
1036,Nisha,Singh,nisha.singh36@company.com,9563887247,Female,1978-08-23,Divorced,2025-09-11,30,8,27000.0,,Phd,Non-Travel,6
1037,Amit,Tiwari,amit.tiwari37@company.com,9197970787,Male,1986-02-08,Divorced,2021-08-22,2,1,54002.0,,Master'S,Travel_Rarely,43
1038,Shreya,Chopra,shreya.chopra38@company.com,9101235946,Female,1968-12-13,Single,2017-01-20,4,1,43537.0,,Phd,Travel_Rarely,4
1039,Ananya,Reddy,ananya.reddy39@company.com,9114682844,Female,1977-12-03,Married,2019-10-30,18,5,54426.0,,High School,Non-Travel,30
1040,Ritu,Nair,ritu.nair40@company.com,9174958005,Female,1975-12-08,Divorced,2020-03-30,26,10,51002.0,,Master'S,Travel_Frequently,18
1041,Kavya,Kapoor,kavya.kapoor41@company.com,9356415500,Female,1979-11-30,Single,2022-05-19,29,8,47129.0,,Diploma,Non-Travel,21
1042,Kavya,Bansal,kavya.bansal42@company.com,9116479358,Female,1987-07-14,Married,2023-03-28,2,1,51306.0,,Master'S,Non-Travel,31
1043,Neha,Mehta,neha.mehta43@company.com,9565973314,Female,1997-03-29,Single,2020-12-11,27,10,47450.0,,High School,Non-Travel,45
1044,Sanjay,Joshi,sanjay.joshi44@company.com,9510753814,Male,1971-07-14,Single,2015-06-24,24,6,79173.0,,Diploma,Travel_Frequently,10
1045,Deepak,Rao,deepak.rao45@company.com,9424400672,Male,1984-10-25,Single,2017-10-01,9,3,61343.0,,Master'S,Non-Travel,16
1046,Priya,Chopra,priya.chopra46@company.com,9407298630,Female,1990-05-22,Married,2025-05-20,17,5,50954.0,,Diploma,Travel_Rarely,15
1047,Aditya,Verma,aditya.verma47@company.com,9315601773,Male,1966-07-01,Divorced,2022-12-31,20,5,56608.0,,Phd,Travel_Frequently,33
1048,Shreya,Mehta,shreya.mehta48@company.com,9492747974,Female,1971-04-26,Single,2015-01-23,5,9,67000.0,,Master'S,Travel_Rarely,35
1049,Kirti,Chopra,kirti.chopra49@company.com,9795411453,Female,1995-04-10,Divorced,2015-03-31,21,6,84680.0,,Master'S,Travel_Frequently,27
1050,Pooja,Singh,pooja.singh50@company.com,9880179899,Female,1982-06-08,Single,2020-03-05,14,4,43425.0,,Master'S,Travel_Rarely,40
1051,Riya,Kapoor,riya.kapoor51@company.com,9396225446,Female,1981-04-09,Single,2012-03-24,28,8,59052.0,,High School,Non-Travel,43
1052,Rajesh,Iyer,rajesh.iyer52@company.com,+91-9739930411,Male,1968-01-30,Married,2022-06-07,10,3,63063.0,,Diploma,Travel_Frequently,17
1053,Rohan,Joshi,rohan.joshi53@company.com,9581331845,Male,1965-09-16,Married,2013-11-28,15,4,61521.0,,Phd,Non-Travel,29
1054,Nisha,Sharma,nisha.sharma54@company.com,9753154389,Female,1983-01-07,Divorced,2019-07-25,4,1,60344.0,,Diploma,Travel_Frequently,41
1055,Nisha,Agarwal,nisha.agarwal55@company.com,9345343109,Female,1970-02-18,Single,2024-09-07,27,10,51009.0,,Master'S,Travel_Rarely,47
1056,Kavya,Bansal,kavya.bansal56@company.com,9702998820,Female,1969-03-08,Single,2019-09-08,5,9,59715.0,,High School,Travel_Rarely,43
1057,Sanjay,Yadav,sanjay.yadav57@company.com,9697285504,Male,1969-08-25,Married,2022-12-18,19,5,53632.0,,Bachelor'S,Non-Travel,52
1058,Ashok,Nair,ashok.nair58@company.com,9805818425,Male,1977-04-05,Single,2025-10-05,2,1,43672.0,,Diploma,Non-Travel,48
1059,Suresh,Rao,suresh.rao59@company.com,9621475287,Male,1967-05-12,Divorced,2013-06-28,21,6,87215.0,,Master'S,Non-Travel,49
1060,Ritu,Rao,ritu.rao60@company.com,9410791488,Female,1982-09-24,Single,2023-06-11,2,1,57431.0,,High School,Travel_Frequently,28
1061,Neha,Chopra,neha.chopra61@company.com,9548495473,Female,1965-11-04,Married,2020-04-24,4,1,50491.0,1021.0,Diploma,Travel_Rarely,54
1062,Rahul,Malhotra,rahul.malhotra62@company.com,9933468715,Male,1978-12-02,Married,2017-08-13,26,10,51887.0,1053.0,Diploma,Non-Travel,10
1063,Karan,Bansal,karan.bansal63@company.com,9773469560,Male,1999-02-01,Divorced,2022-12-31,30,8,31442.0,1031.0,Master'S,Travel_Rarely,38
1064,Ananya,Verma,ananya.verma64@company.com,9695192667,Female,1968-06-11,Married,2024-06-17,23,6,58528.0,1003.0,Master'S,Travel_Frequently,13
1065,Deepak,Singh,deepak.singh65@company.com,9270452446,Male,1987-08-20,Divorced,2024-06-29,21,6,74549.0,1025.0,Master'S,Travel_Frequently,39
1066,Pooja,Saxena,pooja.saxena66@company.com,9804433388,Female,1994-06-15,Divorced,2023-07-09,27,10,55362.0,1039.0,High School,Travel_Frequently,25
1067,Manish,Agarwal,manish.agarwal67@company.com,9247709679,Male,1981-04-07,Married,2016-12-05,21,6,78828.0,1051.0,High School,Travel_Frequently,54
1068,Ashok,Chopra,MISSING,9491163514,Male,1973-02-10,Divorced,2025-07-16,10,3,69507.0,1029.0,Phd,Travel_Frequently,51
1069,Riya,Joshi,riya.joshi69@company.com,9749252434,Female,1999-07-08,Divorced,2016-04-27,29,8,53209.0,1042.0,Master'S,Travel_Frequently,7
1070,Karan,Nair,karan.nair70@company.com,9545492166,Male,1971-08-12,Single,2019-10-24,30,8,39915.0,1016.0,Master'S,Travel_Rarely,15
1071,Kavya,Kumar,KAVYA.KUMAR71@COMPANY.COM,+91-9185068029,Female,2002-03-22,Married,2020-08-06,3,1,56788.0,1010.0,Phd,Travel_Frequently,28
1072,Rahul,Malhotra,rahul.malhotra72@company.com,+91-9560891752,Male,1969-12-22,Married,2021-03-18,28,8,49879.0,1037.0,Master'S,Travel_Frequently,43
1073,Anil,Bansal,anil.bansal73@company.com,9928393291,Male,1981-09-30,Divorced,2015-09-09,4,1,60979.0,1009.0,High School,Travel_Frequently,22
1074,Swati,Patel,swati.patel74@company.com,9432941445,Female,1997-02-13,Divorced,2020-04-07,9,3,81911.0,1035.0,Master'S,Non-Travel,49
1075,Rajesh,Nair,rajesh.nair75@company.com,9956084565,Male,1982-12-11,Single,2019-11-12,8,9,34000.0,1047.0,Master'S,Travel_Rarely,39
1076,Vivaan,Mehta,vivaan.mehta76@company.com,9478557676,Male,1985-01-01,Single,2023-07-08,19,5,66091.0,1041.0,High School,Travel_Frequently,41
1077,Rohan,Kumar,ROHAN.KUMAR77@COMPANY.COM,9264752975,Male,1970-08-31,Single,2011-07-05,28,8,58237.0,1024.0,Master'S,Travel_Frequently,9
1078,Aditya,Sharma,aditya.sharma78@company.com,9756998124,Male,1988-03-23,Single,2018-09-06,12,3,69381.0,1032.0,Diploma,Non-Travel,55
1079,Rajesh,Joshi,rajesh.joshi79@company.com,9230311939,Male,1978-06-16,Single,2013-07-14,7,9,62234.0,1016.0,Master'S,Travel_Rarely,36
1080,Ashok,Gupta,ashok.gupta80@company.com,9830261466,Male,1988-07-31,Married,2019-03-20,8,9,37072.0,1054.0,Phd,Non-Travel,50
1081,Aditya,Agarwal,aditya.agarwal81@company.com,9184675178,Male,1972-05-21,Married,2013-08-19,11,3,77594.0,1036.0,Bachelor'S,Travel_Frequently,20
1082,Karan,Yadav,karan.yadav82@company.com,9714327645,Male,2002-01-07,Divorced,2010-08-21,21,6,90000.0,1032.0,Phd,Travel_Frequently,20
1083,Nisha,Gupta,nisha.gupta83@company.com,9888340979,Female,1984-09-20,Divorced,2019-04-28,2,1,67635.0,1026.0,Diploma,Travel_Frequently,36
1084,Sneha,Kumar,sneha.kumar84@company.com,9303832812,Female,1992-08-09,Single,2019-05-19,8,9,48579.0,1033.0,Master'S,Travel_Rarely,32
1085,Arjun,Tiwari,arjun.tiwari85@company.com,9215424112,Male,1967-04-09,Single,2016-04-23,21,6,73864.0,1047.0,Bachelor'S,Travel_Rarely,3
1086,Neha,Chopra,neha.chopra86@company.com,9464090064,Female,1977-07-19,Married,2023-12-24,30,8,34807.0,1010.0,Diploma,Travel_Frequently,26
1087,Swati,Agarwal,swati.agarwal87@company.com,9421300425,Female,1992-03-12,Single,2021-07-25,28,8,49769.0,1033.0,Phd,Travel_Frequently,37
1088,Manish,Tiwari,manish.tiwari88@company.com,9155142186,Male,1991-10-11,Single,2020-08-23,17,5,66457.0,1041.0,Phd,Non-Travel,53
1089,Arjun,Sharma,arjun.sharma89@company.com,9890099255,Male,1983-10-15,Married,2013-05-25,29,8,50467.0,1034.0,Diploma,Travel_Rarely,43
1090,Preeti,Mehta,preeti.mehta90@company.com,9419561201,Female,1992-05-14,Divorced,2020-11-10,23,6,77608.0,1045.0,Master'S,Travel_Rarely,23
1091,Pooja,Tiwari,pooja.tiwari91@company.com,9471904990,Female,2001-09-17,Married,2017-09-28,26,10,53960.0,1048.0,Master'S,Non-Travel,53
1092,Aditya,Yadav,aditya.yadav92@company.com,9607239833,Male,1967-04-12,Married,2025-01-09,14,4,58001.0,1001.0,Phd,Travel_Rarely,42
1093,Sanjay,Mehta,SANJAY.MEHTA93@COMPANY.COM,9287974375,Male,1999-06-26,Single,2012-01-03,17,5,71176.0,1060.0,High School,Travel_Rarely,12
1094,Rohan,Rao,rohan.rao94@company.com,9602533479,Male,1977-10-07,Single,2020-03-11,7,9,48884.0,1022.0,Diploma,Travel_Frequently,17
1095,Kirti,Reddy,kirti.reddy95@company.com,9447464644,Female,2002-02-05,Married,2019-08-05,12,3,67268.0,,Master'S,Travel_Rarely,49
1096,Amit,Joshi,amit.joshi96@company.com,9926610534,Male,1994-12-16,Divorced,2012-08-26,13,4,57115.0,1059.0,Bachelor'S,Travel_Frequently,15
1097,Kavita,Saxena,kavita.saxena97@company.com,9664258474,Female,2000-12-22,Single,2024-11-23,30,8,39814.0,1005.0,Phd,Non-Travel,54
1098,Karan,Mehta,karan.mehta98@company.com,9241674152,Male,1995-07-08,Single,2014-08-10,28,8,54977.0,1004.0,Phd,Travel_Frequently,52
1099,Arjun,Tiwari,arjun.tiwari99@company.com,9408261300,Male,1996-06-02,Divorced,2011-06-07,7,9,64697.0,1050.0,Master'S,Travel_Rarely,29
1100,Suresh,Singh,suresh.singh100@company.com,9872121274,Male,1988-09-21,Married,2012-11-09,12,3,78638.0,1053.0,Diploma,Travel_Rarely,23
1101,Aarav,Malhotra,aarav.malhotra101@company.com,+91-9895149930,Male,1974-03-31,Single,2011-07-06,2,1,56214.0,1035.0,Diploma,Non-Travel,33
1102,Kirti,Yadav,kirti.yadav102@company.com,9735297732,Female,1978-07-16,Married,2013-03-19,22,6,81615.0,1041.0,Master'S,Travel_Rarely,4
1103,Kavita,Malhotra,kavita.malhotra103@company.com,9965195567,Female,1981-11-20,Married,2014-02-15,11,3,75870.0,1027.0,Master'S,Travel_Frequently,9
1104,Deepak,Joshi,deepak.joshi104@company.com,9877716824,Male,1967-04-25,Divorced,2016-01-09,6,9,51346.0,1014.0,Bachelor'S,Non-Travel,14
1105,Sneha,Yadav,sneha.yadav105@company.com,9486165467,Female,1975-09-27,Divorced,2022-05-20,16,4,52927.0,1007.0,Master'S,Non-Travel,24
1106,Rohan,Nair,rohan.nair106@company.com,9376302498,Male,1979-10-19,Single,2015-02-28,25,10,60291.0,1047.0,Master'S,Non-Travel,47
1107,Isha,Saxena,isha.saxena107@company.com,9348499712,Female,2002-08-22,Single,2011-09-01,1,1,70000.0,1014.0,Phd,Travel_Rarely,4
1108,Swati,Sharma,MISSING,9973120912,Female,1965-07-14,Single,2010-05-18,4,1,70000.0,1059.0,Diploma,Non-Travel,34
1109,Divya,Chopra,divya.chopra109@company.com,9797818850,Female,1985-08-04,Married,2022-09-03,8,9,49842.0,1025.0,Master'S,Travel_Rarely,4
1110,Anjali,Tiwari,anjali.tiwari110@company.com,9834899763,Female,1975-04-23,Married,2014-09-28,5,9,59092.0,1037.0,High School,Travel_Rarely,2
1111,Neha,Rao,neha.rao111@company.com,9840141559,Female,1990-06-03,Single,2018-09-23,10,3,56353.0,1023.0,High School,Travel_Rarely,15
1112,Anjali,Sharma,anjali.sharma112@company.com,9192013357,Female,1987-01-04,Single,2015-02-12,20,5,71912.0,1016.0,High School,Travel_Rarely,10
1113,Anjali,Joshi,anjali.joshi113@company.com,9538134097,Female,1984-12-13,Married,2018-01-27,7,9,55168.0,1036.0,High School,Travel_Frequently,51
1114,Neha,Saxena,neha.saxena114@company.com,9396311802,Female,1995-09-29,Divorced,2018-07-16,14,4,73000.0,1005.0,Bachelor'S,Non-Travel,47
1115,Vikram,Rao,vikram.rao115@company.com,9799045497,Male,1979-11-27,Married,2023-11-29,4,1,47385.0,1021.0,Phd,Travel_Rarely,21
1116,Kirti,Iyer,kirti.iyer116@company.com,9880839406,Female,1977-07-29,Single,2018-10-24,24,6,78989.0,1029.0,Bachelor'S,Travel_Rarely,44
1117,Manish,Chopra,MANISH.CHOPRA117@COMPANY.COM,9486041850,Male,1991-02-13,Single,2018-12-28,8,9,53031.0,1039.0,High School,Non-Travel,43
1118,Anjali,Malhotra,anjali.malhotra118@company.com,9597210335,Female,1974-12-17,Divorced,2021-06-15,7,9,40261.0,1033.0,Diploma,Non-Travel,31
1119,Vikram,Joshi,vikram.joshi119@company.com,9969930526,Male,1985-06-05,Single,2014-08-22,19,5,80000.0,,Bachelor'S,Travel_Frequently,52
1120,Varun,Patel,varun.patel120@company.com,9311875497,Male,1985-09-23,Married,2015-03-15,24,6,88012.0,1001.0,Diploma,Travel_Rarely,49
1121,Suresh,Mehta,suresh.mehta121@company.com,9521490916,Male,1970-02-11,Married,2015-11-20,16,4,70298.0,1055.0,Master'S,Non-Travel,53
1122,Vikram,Mehta,vikram.mehta122@company.com,9299451515,Male,1973-03-19,Married,2018-05-17,5,9,46959.0,1059.0,Diploma,Non-Travel,32
1123,Suresh,Sharma,suresh.sharma123@company.com,9576582183,Male,1973-10-02,Divorced,2018-08-12,28,8,58099.0,1002.0,Diploma,Non-Travel,18
1124,Preeti,Agarwal,MISSING,9871999153,Female,1999-10-09,Married,2022-03-08,7,9,37302.0,1028.0,High School,Travel_Rarely,3
1125,Pooja,Iyer,pooja.iyer125@company.com,9712112671,Female,1996-11-18,Divorced,2023-09-09,15,4,56952.0,1035.0,Diploma,Travel_Frequently,19
1126,Vikram,Malhotra,vikram.malhotra126@company.com,9826101325,Male,1994-06-04,Single,2012-11-05,3,1,70000.0,1041.0,Bachelor'S,Travel_Rarely,29
1127,Ritu,Nair,ritu.nair127@company.com,9781654847,Female,1986-11-23,Single,2017-05-05,24,6,70859.0,1005.0,Phd,Non-Travel,28
1128,Anjali,Saxena,MISSING,9269633510,Female,2000-05-12,Married,2017-09-16,12,3,68702.0,,Master'S,Travel_Frequently,9
1129,Neha,Joshi,neha.joshi129@company.com,9351410032,Female,1981-09-06,Married,2024-11-26,17,5,58230.0,1007.0,High School,Travel_Rarely,5
1130,Rohan,Mehta,rohan.mehta130@company.com,9421322967,Male,1996-02-19,Married,2012-12-18,8,9,58326.0,1049.0,Diploma,Non-Travel,34
1131,Riya,Kumar,riya.kumar131@company.com,9949412096,Female,1974-09-30,Married,2011-12-12,26,10,49478.0,1006.0,Diploma,Travel_Frequently,39
1132,Sanjay,Reddy,sanjay.reddy132@company.com,9636422667,Male,1978-04-05,Divorced,2024-06-29,16,4,51597.0,1057.0,High School,Travel_Rarely,9
1133,Nikhil,Gupta,nikhil.gupta133@company.com,9865179645,Male,1965-08-14,Single,2015-11-18,1,1,52479.0,1045.0,Master'S,Travel_Frequently,35
1134,Siddharth,Reddy,siddharth.reddy134@company.com,9883786839,Male,1982-07-12,Single,2023-02-26,11,3,68847.0,1016.0,High School,Non-Travel,30
1135,Aditya,Sharma,aditya.sharma135@company.com,9236290703,Male,1972-05-08,Single,2021-02-18,9,3,60736.0,1047.0,High School,Travel_Rarely,52
1136,Nikhil,Kapoor,nikhil.kapoor136@company.com,9223838514,Male,1987-05-31,Married,2022-09-18,21,6,83120.0,1003.0,High School,Non-Travel,31
1137,Varun,Malhotra,varun.malhotra137@company.com,9822977979,Male,1976-02-20,Single,2019-05-03,15,4,52525.0,1052.0,Phd,Travel_Rarely,5
1138,Anjali,Gupta,anjali.gupta138@company.com,9629741991,Female,1981-07-20,Married,2014-07-02,28,8,50472.0,1047.0,Phd,Non-Travel,1
1139,Rajesh,Sharma,rajesh.sharma139@company.com,9252872361,Male,1978-10-18,Married,2012-05-01,27,10,65000.0,1059.0,Diploma,Travel_Rarely,45
1140,Siddharth,Kumar,siddharth.kumar140@company.com,9521929719,Male,1967-10-18,Divorced,2019-10-04,27,10,40311.0,1021.0,Master'S,Non-Travel,5
1141,Vikram,Singh,vikram.singh141@company.com,9384550090,Male,1985-11-27,Married,2017-01-16,12,3,76051.0,1052.0,Bachelor'S,Non-Travel,14
1142,Suresh,Chopra,suresh.chopra142@company.com,9596115163,Male,1976-09-02,Single,2013-11-25,3,1,70000.0,1008.0,High School,Non-Travel,9
1143,Gaurav,Tiwari,gaurav.tiwari143@company.com,9968536025,Male,1965-12-24,Married,2011-06-13,17,5,64771.0,1030.0,High School,Travel_Frequently,28
1144,Isha,Joshi,isha.joshi144@company.com,9635680789,Female,1977-05-03,Divorced,2016-04-11,14,4,64859.0,1004.0,High School,Travel_Rarely,9
1145,Varun,Sharma,varun.sharma145@company.com,9127984900,Male,1986-07-09,Single,2022-03-19,26,10,48551.0,1058.0,Bachelor'S,Travel_Rarely,34
1146,Aditya,Iyer,aditya.iyer146@company.com,9286521875,Male,1988-12-09,Married,2011-04-04,15,4,73000.0,1052.0,Bachelor'S,Non-Travel,46
1147,Nikhil,Saxena,NIKHIL.SAXENA147@COMPANY.COM,9759422189,Male,1987-01-01,Divorced,2010-11-07,18,5,68631.0,1046.0,Diploma,Non-Travel,2
1148,Siddharth,Joshi,siddharth.joshi148@company.com,9786406624,Male,1991-04-16,Married,2012-04-07,8,9,52839.0,1012.0,Phd,Travel_Rarely,15
1149,Kavya,Patel,kavya.patel149@company.com,9707254955,Female,1999-07-31,Married,2022-09-23,4,1,54875.0,1022.0,High School,Travel_Rarely,21
1150,Nisha,Sharma,MISSING,9570535289,Female,1976-03-12,Single,2025-07-19,18,5,58843.0,1057.0,Master'S,Travel_Rarely,23
1151,Karan,Kapoor,karan.kapoor151@company.com,9180533234,Male,1978-03-25,Married,2010-06-14,5,9,67000.0,1006.0,Bachelor'S,Travel_Frequently,31
1152,Isha,Verma,isha.verma152@company.com,+91-9202988942,Female,1983-05-12,Married,2025-08-21,6,9,46103.0,1054.0,Master'S,Non-Travel,24
1153,Riya,Singh,riya.singh153@company.com,9625163699,Female,1972-08-30,Single,2024-04-25,2,1,42876.0,1042.0,Phd,Non-Travel,24
1154,Nisha,Kapoor,nisha.kapoor154@company.com,9967776836,Female,2002-07-20,Married,2016-01-10,18,5,72618.0,1038.0,Diploma,Non-Travel,54
1155,Kirti,Iyer,kirti.iyer155@company.com,9827497537,Female,1968-07-17,Married,2018-11-09,29,8,48855.0,1049.0,Master'S,Non-Travel,14
1156,Riya,Kumar,riya.kumar156@company.com,9113275526,Female,1997-08-13,Single,2011-07-03,19,5,71834.0,1034.0,Master'S,Travel_Rarely,10
1157,Aditya,Tiwari,MISSING,9395723682,Male,1983-06-08,Single,2015-12-04,7,9,67000.0,1044.0,Master'S,Travel_Rarely,22
1158,Meera,Sharma,meera.sharma158@company.com,9422638422,Female,1978-12-13,Divorced,2016-04-15,23,6,84156.0,1053.0,Bachelor'S,Travel_Frequently,27
1159,Swati,Agarwal,swati.agarwal159@company.com,+91-9710607239,Female,1988-02-12,Single,2013-07-26,21,6,74920.0,1054.0,Diploma,Non-Travel,3
1160,Meera,Kapoor,meera.kapoor160@company.com,9691990078,Female,1995-07-23,Single,2010-09-08,25,10,65000.0,1058.0,Bachelor'S,Travel_Rarely,2
1161,Rahul,Iyer,rahul.iyer161@company.com,9242071170,Male,1994-03-25,Divorced,2019-03-09,15,4,51220.0,1001.0,Diploma,Travel_Frequently,52
1162,Kavita,Chopra,kavita.chopra162@company.com,9649233665,Female,1976-04-21,Married,2014-11-23,24,6,88754.0,1054.0,Bachelor'S,Travel_Frequently,39
1163,Rajesh,Nair,rajesh.nair163@company.com,9160961339,Male,1976-09-18,Divorced,2024-09-18,23,6,76985.0,1039.0,Master'S,Travel_Frequently,9
1164,Kavita,Chopra,kavita.chopra164@company.com,9610816782,Female,1996-10-06,Married,2022-10-31,27,10,38978.0,1033.0,Bachelor'S,Travel_Frequently,36
1165,Preeti,Patel,preeti.patel165@company.com,9728751749,Female,1974-12-21,Married,2017-12-20,21,6,85549.0,1031.0,High School,Travel_Frequently,40
1166,Ritu,Rao,ritu.rao166@company.com,9868443155,Female,1971-03-01,Divorced,2014-06-29,25,10,61363.0,1022.0,Diploma,Travel_Frequently,4
1167,Gaurav,Patel,GAURAV.PATEL167@COMPANY.COM,9673144707,Male,1970-10-22,Married,2023-10-13,28,8,45694.0,1001.0,Bachelor'S,Non-Travel,2
1168,Shreya,Kumar,shreya.kumar168@company.com,9462747729,Female,1972-06-29,Single,2011-06-19,7,9,67000.0,1009.0,Bachelor'S,Travel_Rarely,49
1169,Priya,Iyer,PRIYA.IYER169@COMPANY.COM,9787539531,Female,1974-06-23,Single,2010-06-29,14,4,70102.0,1004.0,Phd,Travel_Frequently,7
1170,Nisha,Chopra,nisha.chopra170@company.com,9389885759,Female,1996-06-26,Married,2013-06-08,8,9,55618.0,1027.0,High School,Travel_Frequently,40
1171,Ashok,Reddy,ashok.reddy171@company.com,9616108982,Male,1981-01-21,Single,2025-10-11,18,5,49005.0,,High School,Travel_Frequently,43
1172,Aditya,Nair,aditya.nair172@company.com,9826672529,Male,1978-04-13,Single,2015-12-04,16,4,57385.0,1007.0,High School,Non-Travel,43
1173,Neha,Joshi,neha.joshi173@company.com,9552839683,Female,1970-02-09,Single,2018-12-28,22,6,75692.0,1008.0,Diploma,Non-Travel,7
1174,Isha,Yadav,isha.yadav174@company.com,9541613113,Female,1966-04-18,Single,2025-05-09,27,10,44488.0,1042.0,Bachelor'S,Travel_Frequently,44
1175,Rajesh,Agarwal,MISSING,9268499484,Male,1986-08-14,Single,2017-10-03,6,9,57376.0,1032.0,Diploma,Travel_Rarely,21
